id_transaksi,tanggal,kota,kategori,produk,jumlah,harga_satuan,diskon_persen,metode_bayar,rating_pelanggan,total_bayar
TRX2024436,2024-02-22,Jakarta Selatan,Minuman,Sirup Markisa,6,33000,15,QRIS,4.9,168300
TRX2025103,2024-08-03,Jakarta Selatan,Fashion,Hijab Motif,4,144500,15,E-Wallet,5.0,491300
TRX2024438,2024-04-01,Bekasi,Makanan,Keripik Singkong,4,22000,10,Tunai,4.8,79200
TRX2024325,2024-04-10,Tangerang Selatan,Fashion,Hijab Motif,11,91000,0,Tunai,3.4,1001000
TRX2024403,2024-06-29,Jakarta Selatan,Kerajinan,Batik Tulis,10,158000,0,QRIS,3.9,1580000
TRX2024564,2024-03-10,Depok,Makanan,Rendang Kemasan,7,23000,5,E-Wallet,4.4,152950
TRX2024292,2024-02-25,Jakarta Selatan,Kerajinan,Batik Tulis,5,142000,20,QRIS,4.3,568000
TRX2024278,2024-01-25,Bogor,Fashion,Kaos Lokal,8,81500,15,Tunai,3.8,554200
TRX2024655,2024-11-23,Depok,Kerajinan,Gerabah Hias,5,178000,0,E-Wallet,5.0,890000
TRX2024732,2024-01-29,Jakarta Selatan,Fashion,Kaos Lokal,5,139000,20,E-Wallet,4.1,556000
TRX2024553,2024-11-04,Jakarta Selatan,Fashion,Kemeja Tenun,4,86500,10,Transfer,4.8,311400
TRX2024094,2024-07-14,Bogor,Fashion,Kemeja Tenun,5,107000,0,E-Wallet,,535000
TRX2025144,2024-07-26,Jakarta Selatan,Minuman,Sirup Markisa,2,51000,0,E-Wallet,4.6,102000
TRX2024245,2024-10-26,Depok,Minuman,Teh Herbal,1,37500,20,Transfer,4.7,30000
TRX2024945,2024-10-01,Bogor,Makanan,Sambal Roa,12,24000,0,QRIS,3.9,288000
TRX2024775,2024-05-27,Bogor,Fashion,Kemeja Tenun,4,138500,0,Transfer,4.2,554000
TRX2024426,2024-11-08,DEPOK,Minuman,Sirup Markisa,10,33500,20,E-Wallet,3.7,268000
TRX2024149,2024-04-12,Tangerang Selatan,Makanan,Kue Kering,2,25500,10,QRIS,,45900
TRX2024226,2024-01-22,Bogor,Makanan,Sambal Roa,14,28000,15,QRIS,4.7,333200
TRX2024865,2024-02-09,Depok,Minuman,Teh Herbal,6,29500,15,QRIS,4.6,150450
TRX2024967,2024-12-23,Bogor,Minuman,Kopi Bubuk,8,49500,0,QRIS,4.0,396000
TRX2024900,2024-04-05,Depok,Makanan,Kue Kering,12,31500,0,Transfer,3.7,378000
TRX2024699,2024-01-24,Bekasi,Makanan,Kue Kering,14,26000,15,Tunai,3.9,309400
TRX2024601,2024-12-18,Depok,Fashion,Hijab Motif,9,89000,5,E-Wallet,3.8,760950
TRX2024217,2024-05-19,Bogor,Makanan,Rendang Kemasan,4,26000,0,Tunai,4.0,104000
TRX2024817,2024-04-22,Bogor,Kerajinan,Tas Anyaman,9,171500,20,QRIS,3.8,1234800
TRX2024220,2024-09-13,Jakarta Selatan,Makanan,Rendang Kemasan,2,28500,0,QRIS,4.3,57000
TRX2024213,2024-08-07,Bekasi,Kerajinan,Gerabah Hias,14,131500,0,Transfer,3.4,1841000
TRX2025125,2024-12-14,Jakarta Selatan,Fashion,Kemeja Tenun,3,123000,15,Transfer,3.4,313650
TRX2024907,2024-09-03,Depok,Makanan,Sambal Roa,3,25500,20,Transfer,,61200
TRX2024394,2024-03-21,Jakarta Selatan,Kerajinan,Tas Anyaman,13,100500,15,Tunai,4.2,1110525
TRX2024367,2024-08-08,Jakarta Selatan,Makanan,Sambal Roa,3,20000,5,QRIS,4.9,57000
TRX2024924,2024-08-28,Jakarta Selatan,Makanan,Rendang Kemasan,12,20000,5,Transfer,3.1,228000
TRX2024012,2024-11-25,Depok,Kerajinan,Gerabah Hias,7,111000,5,Tunai,4.6,738150
TRX2025118,2024-09-28,BEKASI,Kerajinan,Tas Anyaman,3,119000,15,Tunai,3.8,303450
TRX2024234,2024-08-20,Depok,Kerajinan,Tas Anyaman,13,173000,0,QRIS,4.2,2249000
TRX2024695,2024-02-09,Jakarta Selatan,Fashion,Kaos Lokal,12,84000,10,E-Wallet,5.0,907200
TRX2025136,2024-08-08,Depok,Fashion,Kemeja Tenun,13,149500,15,E-Wallet,,1651975
TRX2025071,2024-09-18,Depok,Makanan,Sambal Roa,11,35000,0,QRIS,5.0,385000
TRX2024063,2024-01-26,Depok,Fashion,Hijab Motif,9,80000,10,E-Wallet,3.1,648000
TRX2024734,2024-12-24,Tangerang Selatan,Minuman,Kopi Bubuk,7,36000,20,QRIS,3.7,201600
TRX2025023,2024-06-23,Bogor,Makanan,Sambal Roa,10,30500,0,Transfer,4.5,305000
TRX2024964,2024-10-30,Bogor,Fashion,Kaos Lokal,8,105000,0,Transfer,3.6,840000
TRX2024607,2024-07-04,Jakarta Selatan,Kerajinan,Batik Tulis,12,168500,20,E-Wallet,3.6,1617600
TRX2024013,2024-08-10,Depok,Makanan,Keripik Singkong,5,32500,0,QRIS,3.6,162500
TRX2024839,2024-02-22,Bogor,Makanan,Sambal Roa,11,22000,15,QRIS,5.0,205700
TRX2024435,2024-10-20,Depok,Makanan,Sambal Roa,4,31500,5,E-Wallet,5.0,119700
TRX2024017,2024-10-15,Jakarta Selatan,Minuman,Teh Herbal,2,39500,0,QRIS,4.4,79000
TRX2024764,2024-08-06,Tangerang Selatan,Kerajinan,Tas Anyaman,12,126000,0,QRIS,4.8,1512000
TRX2024348,2024-05-06,Bekasi,Minuman,Sirup Markisa,9,44000,10,Tunai,,356400
TRX2024207,2024-02-15,Depok,Fashion,Hijab Motif,6,134500,5,QRIS,4.3,766650
TRX2024341,2024-03-22,Bekasi,Makanan,Rendang Kemasan,8,31500,15,E-Wallet,3.5,214200
TRX2024344,2024-10-01,Depok,Fashion,Hijab Motif,2,91000,15,E-Wallet,2.7,154700
TRX2025084,2024-07-19,Bekasi,Kerajinan,Tas Anyaman,11,177000,0,QRIS,4.3,1947000
TRX2025112,2024-01-04,Bogor,Makanan,Kue Kering,8,26000,5,E-Wallet,3.1,197600
TRX2024551,2024-02-26,Depok,Fashion,Kemeja Tenun,6,76000,20,Transfer,5.0,364800
TRX2024598,2024-09-06,Jakarta Selatan,Kerajinan,Gerabah Hias,11,114000,0,QRIS,,1254000
TRX2024032,2024-09-21,Jakarta Selatan,Minuman,Kopi Bubuk,9,30500,0,E-Wallet,5.0,274500
TRX2024372,2024-05-08,Tangerang Selatan,Fashion,Kemeja Tenun,12,144500,20,QRIS,4.9,1387200
TRX2024657,2024-08-25,Bogor,Minuman,Teh Herbal,8,34000,20,E-Wallet,3.2,217600
TRX2024172,2024-02-29,Bogor,Makanan,Kue Kering,4,30000,0,Tunai,4.6,120000
TRX2025086,2024-05-12,Depok,Kerajinan,Gerabah Hias,13,151000,0,Transfer,3.5,1963000
TRX2024408,2024-01-07,Depok,Makanan,Kue Kering,9,29000,0,QRIS,3.8,261000
TRX2025050,2024-07-18,Jakarta Selatan,Fashion,Kemeja Tenun,6,102500,0,,3.7,615000
TRX2025155,2024-10-19,Jakarta Selatan,Makanan,Sambal Roa,14,31500,0,Tunai,4.2,441000
TRX2024200,2024-08-14,Tangerang Selatan,Kerajinan,Batik Tulis,12,189500,15,QRIS,,1932900
TRX2024860,2024-10-13,Jakarta Selatan,Makanan,Kue Kering,11,39500,5,Transfer,5.0,412775
TRX2025130,2024-01-27,Jakarta Selatan,Minuman,Sirup Markisa,3,38000,10,Transfer,4.2,102600
TRX2025113,2024-06-07,Tangerang Selatan,Minuman,Teh Herbal,9,36500,0,QRIS,,328500
TRX2025140,2024-02-01,Jakarta Selatan,Minuman,Kopi Bubuk,14,48000,10,QRIS,4.8,604800
TRX2024489,2024-08-05,Depok,Makanan,Rendang Kemasan,5,20000,10,QRIS,4.5,90000
TRX2025138,2024-03-13,Tangerang Selatan,Makanan,Rendang Kemasan,2,29500,0,Transfer,4.4,59000
TRX2024212,2024-03-11,Bogor,Kerajinan,Gerabah Hias,6,157000,15,QRIS,4.4,800700
TRX2024133,2024-08-26,Jakarta Selatan,Makanan,Keripik Singkong,12,23500,0,QRIS,4.8,282000
TRX2024060,2024-12-18,Bekasi,Makanan,Kue Kering,9,36000,0,QRIS,4.6,324000
TRX2024690,2024-01-28,Depok,Kerajinan,Tas Anyaman,3,166000,15,QRIS,4.7,423300
TRX2024026,2024-11-20,Bekasi,Kerajinan,Batik Tulis,10,131500,0,QRIS,3.5,1315000
TRX2024100,2024-04-03,Tangerang Selatan,Minuman,Sirup Markisa,14,46500,15,Tunai,3.9,553350
TRX2024974,2024-08-08,Jakarta Selatan,Makanan,Rendang Kemasan,9,21500,0,QRIS,5.0,193500
TRX2024776,2024-12-16,Bogor,Minuman,Teh Herbal,11,32500,20,QRIS,4.4,286000
TRX2024788,2024-02-03,Bogor,Minuman,Teh Herbal,6,28000,20,Transfer,5.0,134400
TRX2024520,2024-09-03,Depok,Makanan,Sambal Roa,3,28000,20,QRIS,4.4,67200
TRX2024363,2024-03-28,Jakarta Selatan,Makanan,Sambal Roa,10,20500,0,QRIS,4.9,205000
TRX2024309,2024-06-25,Depok,Makanan,Sambal Roa,8,28000,15,E-Wallet,4.0,190400
TRX2024795,2024-12-10,Jakarta Selatan,Minuman,Kopi Bubuk,5,41500,10,Tunai,4.5,186750
TRX2024828,2024-07-03,Bekasi,Makanan,Rendang Kemasan,5,28000,10,Tunai,5.0,126000
TRX2024544,2024-04-14,Jakarta Selatan,Makanan,Sambal Roa,11,30500,0,E-Wallet,,335500
TRX2024939,2024-11-05,Depok,Makanan,Keripik Singkong,6,20000,0,QRIS,4.7,120000
TRX2024441,2024-09-15,Bogor,Fashion,Kaos Lokal,3,148500,15,Tunai,3.5,378675
TRX2024647,2024-06-23,Depok,Kerajinan,Batik Tulis,4,102500,10,Tunai,4.2,369000
TRX2025003,2024-05-01,Jakarta Selatan,Minuman,Teh Herbal,5,55000,0,Transfer,4.2,275000
TRX2024476,2024-11-19,Jakarta Selatan,Kerajinan,Gerabah Hias,12,152500,15,QRIS,3.0,1555500
TRX2025046,2024-07-29,Bogor,Makanan,Keripik Singkong,1,23000,20,Transfer,4.1,18400
TRX2024062,2024-10-24,DEPOK,Minuman,Kopi Bubuk,12,32000,15,QRIS,4.7,326400
TRX2024483,2024-09-24,Bogor,Kerajinan,Gerabah Hias,13,103000,0,Tunai,4.7,1339000
TRX2025026,2024-12-10,Bogor,Minuman,Teh Herbal,8,50000,10,,3.7,360000
TRX2024052,2024-10-26,Depok,Kerajinan,Gerabah Hias,5,182000,15,Transfer,4.1,773500
TRX2024242,2024-03-22,Jakarta Selatan,Minuman,Teh Herbal,7,55500,0,E-Wallet,4.4,388500
TRX2024035,2024-12-18,Jakarta Selatan,Makanan,Kue Kering,6,33000,20,QRIS,3.4,158400
TRX2024738,2024-06-14,Bogor,Fashion,Kaos Lokal,1,116000,20,Tunai,3.8,92800
TRX2024120,2024-12-02,Tangerang Selatan,Fashion,Kaos Lokal,3,91000,20,QRIS,2.9,218400
TRX2025163,2024-03-08,Depok,Fashion,Hijab Motif,10,121000,5,E-Wallet,4.2,1149500
TRX2025019,2024-06-04,Tangerang Selatan,Minuman,Teh Herbal,7,43500,15,Transfer,3.5,258825
TRX2024044,2024-07-03,JAKARTA SELATAN,Minuman,Teh Herbal,4,38000,0,Transfer,3.6,152000
TRX2024836,2024-07-18,Depok,Makanan,Keripik Singkong,3,29500,10,Tunai,4.6,79650
TRX2024076,2024-03-14,Tangerang Selatan,Kerajinan,Gerabah Hias,14,149000,15,QRIS,5.0,1773100
TRX2024368,2024-10-12,Depok,Minuman,Sirup Markisa,11,53000,10,QRIS,3.7,524700
TRX2024906,2024-06-16,Depok,Makanan,Rendang Kemasan,8,34000,20,E-Wallet,4.8,217600
TRX2024267,2024-07-29,Jakarta Selatan,Minuman,Kopi Bubuk,8,42000,10,Tunai,3.7,302400
TRX2024728,2024-12-13,Jakarta Selatan,Fashion,Kaos Lokal,9,134000,0,Tunai,4.0,1206000
TRX2024444,2024-01-23,Depok,Makanan,Kue Kering,5,29000,0,Transfer,4.2,145000
TRX2024503,2024-09-17,Depok,Kerajinan,Tas Anyaman,12,117500,10,QRIS,4.1,1269000
TRX2025057,2024-12-31,Bekasi,Fashion,Kemeja Tenun,3,121500,20,Tunai,3.6,291600
TRX2025033,2024-06-28,Bogor,Kerajinan,Batik Tulis,1,180500,15,QRIS,3.8,153425
TRX2024285,2024-04-13,Depok,Makanan,Rendang Kemasan,13,29500,0,Tunai,4.5,383500
TRX2024295,2024-03-14,Jakarta Selatan,Fashion,Kaos Lokal,3,98500,0,QRIS,3.9,295500
TRX2024625,2024-06-10,Depok,Makanan,Sambal Roa,7,23500,15,,3.8,139825
TRX2024277,2024-07-05,Bekasi,Makanan,Rendang Kemasan,13,39000,0,E-Wallet,4.5,507000
TRX2025156,2024-12-09,Jakarta Selatan,Minuman,Sirup Markisa,10,33000,20,Transfer,3.8,264000
TRX2024484,2024-01-19,Bekasi,Kerajinan,Batik Tulis,8,183000,20,Transfer,4.2,1171200
TRX2024182,2024-09-24,Jakarta Selatan,Minuman,Teh Herbal,13,54000,0,Transfer,5.0,702000
TRX2024970,2024-02-15,Tangerang Selatan,Makanan,Kue Kering,9,23500,0,Tunai,3.7,211500
TRX2025183,2024-03-03,Depok,Fashion,Kaos Lokal,5,78000,0,Transfer,4.5,390000
TRX2024684,2024-03-06,Bogor,Minuman,Teh Herbal,7,44000,5,Transfer,4.4,292600
TRX2025193,2024-08-05,Jakarta Selatan,Minuman,Kopi Bubuk,2,36500,0,E-Wallet,5.0,73000
TRX2024036,2024-11-18,Bogor,Kerajinan,Gerabah Hias,12,106000,0,QRIS,5.0,1272000
TRX2024002,2024-11-20,Bekasi,Minuman,Teh Herbal,4,43500,0,Tunai,4.1,174000
TRX2024754,2024-09-27,Bogor,Makanan,Rendang Kemasan,4,21500,5,Tunai,3.8,81700
TRX2024508,2024-03-26,JAKARTA SELATAN,Makanan,Keripik Singkong,11,22500,0,QRIS,4.3,247500
TRX2024497,2024-07-28,Bogor,Fashion,Kemeja Tenun,9,85500,15,Tunai,4.3,654075
TRX2024308,2024-01-20,Depok,Minuman,Sirup Markisa,5,42000,0,Transfer,4.3,210000
TRX2024141,2024-04-12,Depok,Minuman,Sirup Markisa,1,55500,0,Transfer,4.2,55500
TRX2024864,2024-06-04,Depok,Makanan,Rendang Kemasan,13,21000,0,E-Wallet,4.1,273000
TRX2024183,2024-05-15,Jakarta Selatan,Minuman,Kopi Bubuk,10,43500,0,Transfer,5.0,435000
TRX2025175,2024-08-08,Bekasi,Kerajinan,Gerabah Hias,3,169500,0,Transfer,5.0,508500
TRX2025010,2024-11-02,Depok,Makanan,Keripik Singkong,4,20000,0,Transfer,,80000
TRX2024912,2024-07-11,Tangerang Selatan,Makanan,Rendang Kemasan,1,35000,5,Transfer,4.3,33250
TRX2024848,2024-11-10,Depok,Makanan,Rendang Kemasan,10,26000,0,Transfer,4.5,260000
TRX2024511,2024-06-20,Depok,Kerajinan,Tas Anyaman,5,173000,0,E-Wallet,4.4,865000
TRX2024731,2024-05-04,Bogor,Makanan,Keripik Singkong,1,24500,15,Transfer,3.7,20825
TRX2024996,2024-05-26,Tangerang Selatan,Makanan,Kue Kering,13,34500,15,Transfer,4.1,381225
TRX2024887,2024-02-05,Jakarta Selatan,Kerajinan,Gerabah Hias,4,129500,0,Tunai,,518000
TRX2024117,2024-03-08,Jakarta Selatan,Fashion,Hijab Motif,4,122000,5,Tunai,5.0,463600
TRX2025025,2024-12-31,Bogor,Makanan,Sambal Roa,14,32000,0,QRIS,4.1,448000
TRX2024113,2024-02-24,Depok,Kerajinan,Gerabah Hias,5,181000,10,QRIS,3.5,814500
TRX2024545,2024-07-26,Depok,Minuman,Teh Herbal,9,39500,5,Transfer,5.0,337725
TRX2024165,2024-07-21,Bekasi,Makanan,Keripik Singkong,13,36000,5,QRIS,4.1,444600
TRX2024184,2024-11-11,Bogor,Makanan,Sambal Roa,11,27500,0,Tunai,4.1,302500
TRX2024274,2024-07-18,Bogor,Kerajinan,Batik Tulis,1,138000,10,Tunai,3.3,124200
TRX2025001,2024-10-22,Tangerang Selatan,Makanan,Sambal Roa,9,22000,15,E-Wallet,4.5,168300
TRX2024704,2024-07-31,Bekasi,Kerajinan,Gerabah Hias,10,162000,0,QRIS,3.5,1620000
TRX2025024,2024-04-03,Bogor,Fashion,Kemeja Tenun,2,143000,10,Transfer,3.3,257400
TRX2024383,2024-07-17,Jakarta Selatan,Fashion,Kaos Lokal,3,138000,0,E-Wallet,3.8,414000
TRX2024561,2024-09-29,Bekasi,Makanan,Keripik Singkong,13,24000,0,QRIS,4.4,312000
TRX2024862,2024-03-27,Tangerang Selatan,Makanan,Kue Kering,2,31000,15,Tunai,4.5,52700
TRX2025044,2024-01-12,Tangerang Selatan,Fashion,Kaos Lokal,9,113000,0,Transfer,4.4,1017000
TRX2024176,2024-07-11,Depok,Makanan,Rendang Kemasan,6,21000,0,Tunai,3.9,126000
TRX2024379,2024-05-22,Bogor,Fashion,Kemeja Tenun,1,119500,5,Transfer,4.0,113525
TRX2025016,2024-04-01,Depok,Makanan,Sambal Roa,6,34000,15,E-Wallet,5.0,173400
TRX2024519,2024-12-11,Jakarta Selatan,Makanan,Rendang Kemasan,13,25500,0,QRIS,4.6,331500
TRX2024830,2024-08-15,Depok,Makanan,Kue Kering,5,33000,5,E-Wallet,4.0,156750
TRX2024507,2024-04-27,Bekasi,Fashion,Hijab Motif,3,149500,15,Transfer,4.6,381225
TRX2025176,2024-12-05,Tangerang Selatan,Makanan,Kue Kering,12,38500,10,E-Wallet,5.0,415800
TRX2024413,2024-08-05,Tangerang Selatan,Makanan,Sambal Roa,10,39000,0,Transfer,3.6,390000
TRX2024622,2024-06-04,Depok,Makanan,Kue Kering,9,23000,15,E-Wallet,4.7,175950
TRX2024872,2024-12-12,Depok,Makanan,Sambal Roa,4,20000,5,QRIS,4.1,76000
TRX2024858,2024-06-03,Jakarta Selatan,Makanan,Sambal Roa,13,23000,0,QRIS,4.0,299000
TRX2024641,2024-02-15,Bogor,Minuman,Sirup Markisa,3,49000,0,Transfer,4.2,147000
TRX2024258,2024-07-16,Bogor,Minuman,Kopi Bubuk,11,41000,5,E-Wallet,3.4,428450
TRX2024834,2024-04-15,Bekasi,Makanan,Rendang Kemasan,9,20500,10,Tunai,4.9,166050
TRX2024662,2024-05-29,Depok,Makanan,Sambal Roa,6,37000,20,Transfer,3.8,177600
TRX2024337,2024-10-07,Jakarta Selatan,Minuman,Teh Herbal,5,36500,0,QRIS,2.9,182500
TRX2024398,2024-08-10,Bogor,Kerajinan,Batik Tulis,14,143000,0,QRIS,3.1,2002000
TRX2024605,2024-11-04,Jakarta Selatan,Minuman,Kopi Bubuk,12,29500,0,E-Wallet,4.5,354000
TRX2024480,2024-08-11,Tangerang Selatan,Makanan,Rendang Kemasan,8,28000,0,Transfer,4.8,224000
TRX2025143,2024-10-20,Depok,Minuman,Sirup Markisa,6,43500,0,E-Wallet,4.1,261000
TRX2024917,2024-07-05,Bogor,Makanan,Keripik Singkong,3,33500,5,Tunai,3.7,95475
TRX2025017,2024-04-22,Bogor,Makanan,Rendang Kemasan,11,34500,10,Tunai,3.1,341550
TRX2024875,2024-10-25,Bekasi,Kerajinan,Gerabah Hias,5,184000,15,Tunai,3.3,782000
TRX2024659,2024-12-17,Jakarta Selatan,Makanan,Sambal Roa,4,32500,0,Tunai,4.4,130000
TRX2025021,2024-11-18,Tangerang Selatan,Makanan,Keripik Singkong,1,22000,20,QRIS,4.1,17600
TRX2024789,2024-09-16,Bogor,Minuman,Teh Herbal,5,55000,10,Transfer,,247500
TRX2024256,2024-08-13,Bogor,Minuman,Sirup Markisa,2,47000,10,QRIS,3.6,84600
TRX2024968,2024-01-08,Bekasi,Kerajinan,Tas Anyaman,7,132000,20,Transfer,4.6,739200
TRX2024952,2024-03-11,Bekasi,Minuman,Teh Herbal,7,29500,20,Transfer,4.4,165200
